ID,pop,ref,skog,index
1,NA,NA,NA,NA
2,0.10842314240927212,0.1058693803064355,0.7573820797120756,0.9974390837991716
3,0.19756994865745864,0.12168041285105273,2.7968284560175625,0.9801655345157059
4,0.14140812993102989,0.10657893765902149,0.8486284905279229,0.9625156125810982
5,0.1892331738445927,0.10816581766713931,2.905088149663144,0.9812019358494614
6,0.18561161148771282,0.04067253334098368,3.3691932267584175,0.9732294265058452
7,0.1774438185834616,0.17700195312499997,1.4693923719436122,0.9999245482365311
8,0.3634541034158297,0.29468095358193913,2.3117015959860576,0.9772108522883989
9,0.24898601260197942,0.20888121900464335,1.7093529099296068,0.9769304454702638
10,0.4957125532889763,0.32993733522277136,2.015574246960581,0.9221080127940442
11,1.1487700830460104,0.5108810345863843,6.397429250483549,0.9207216594546502
12,0.08899276367450261,0.08189991078662934,2.3574353843886766,0.9979594518078574
13,0.3921445155638411,0.08710018667150557,4.3229090241379255,0.9581869408011275
14,0.17634584187836805,0.07995820810201769,2.5363960114610804,0.9749644817986955
15,1.5975439417726074,1.3504743518513396,6.640055565735184,0.961493142920675
16,0.67294204891994,0.05010773379678707,4.638124570763859,0.9078863045912756
17,0.09078979492187501,0.09078979492187501,1.655795833691304,1
18,0.31907859921844806,0.07764429485759321,3.1039986468565006,0.9460782529662808
19,0.22370435880594958,0.08654462469083693,2.0165673808287603,0.9443124928804
20,0.5835297490982752,0.16638020506233966,5.413421709801811,0.9516634642129619
21,1.50610406942246,1.024266433174916,5.7384944949498955,0.9127189356672211
22,NA,NA,NA,NA
23,0.618640821681297,0.07787389296061334,3.7329916759468635,0.896091113175407
24,0.3333753038408578,0.08243232486339572,2.4848196717213287,0.9342919637919886
25,0.7324666848308382,0.16034273431329493,4.84429132971751,0.9064954331531235
